project_id,project_type,state,district,land_area,affected_families,num_parcels,num_villages,notification_pct,survey_pct,verification_pct,objection_pct,award_pct,compensation_pct,rr_pct,possession_pct,overall_completion,legal_disputes,comp_total,comp_paid,comp_pending,avg_response_days,approval_delay,docs_total,docs_pending,doc_anomalies,velocity_change,project_value,delay_days,risk_score,delay_probability,is_delayed
LA-G-0495,Expressway,Gujarat,Gandhinagar,1519.26,1018,956,9,0.74,0.43,0.42,0.42,0.42,0.2,0.19,0.13,0.37,98,15182.52,2599.08,12583.44,4.6,14,291,74,12,-93.8,2074.26,72,56,0.57,0
LA-G-0435,SEZ,Gujarat,Surat,2921.09,1671,1956,14,0.67,0.65,0.61,0.48,0.44,0.44,0.44,0.39,0.52,240,37201.99,11797.48,25404.51,23.5,7,212,21,0,-81.0,1089.57,70,56,0.57,0
LA-WB-0607,Railway,West Bengal,Darjeeling,860.65,759,841,8,0.56,0.31,0.26,0.23,0.17,0.13,0.07,0.07,0.23,80,4596.35,463.0,4133.35,5.3,41,208,112,17,28.1,2736.46,111,55,0.48,0
LA-AP-0767,Canal/Irrigation,Andhra Pradesh,Nellore,454.45,451,508,6,0.6,0.47,0.47,0.38,0.19,0.19,0.14,0.14,0.32,32,11134.64,2133.91,9000.73,22.3,10,281,105,8,-42.4,4048.74,106,55,0.51,0
LA-AP-0786,SEZ,Andhra Pradesh,Kurnool,661.64,421,377,4,0.72,0.68,0.44,0.43,0.42,0.38,0.29,0.29,0.46,34,4400.42,1609.15,2791.27,24.7,12,68,35,1,-60.7,3514.14,95,55,0.6,0
LA-T-0719,Expressway,Telangana,Nalgonda,636.56,916,793,9,1.0,1.0,0.95,0.95,0.84,0.67,0.67,0.67,0.84,90,6390.46,3018.07,3372.39,23.2,47,244,99,29,-68.6,716.85,94,55,0.51,0
LA-WB-0651,Power Transmission,West Bengal,Bardhaman,906.79,810,768,7,0.92,0.69,0.52,0.52,0.5,0.5,0.42,0.37,0.56,53,4177.79,1747.09,2430.7,22.2,14,227,36,9,-35.1,4698.35,92,55,0.56,0
LA-MP-0527,SEZ,Madhya Pradesh,Gwalior,1687.75,1491,1308,11,0.67,0.52,0.39,0.34,0.33,0.18,0.18,0.18,0.35,46,26544.09,3416.64,23127.45,5.9,49,212,111,6,-27.9,4585.46,91,55,0.6,0
LA-UP-0088,National Highway,Uttar Pradesh,Agra,1171.86,1195,1312,13,0.87,0.87,0.74,0.66,0.54,0.54,0.47,0.47,0.65,51,20481.41,8273.43,12207.98,20.6,60,50,22,5,-7.5,4048.77,89,55,0.54,0
LA-G-0461,SEZ,Gujarat,Bhavnagar,503.55,1442,1493,14,0.78,0.6,0.5,0.5,0.33,0.33,0.28,0.28,0.45,159,23821.12,7804.28,16016.84,5.4,22,232,75,11,7.3,4886.74,88,55,0.54,0
LA-MP-0562,Metro Rail,Madhya Pradesh,Rewa,3225.97,1515,1705,18,1.0,0.96,0.69,0.69,0.69,0.57,0.55,0.55,0.71,150,21502.99,12164.68,9338.31,22.0,47,118,20,0,-48.3,2548.67,88,55,0.58,0
LA-UP-0141,Canal/Irrigation,Uttar Pradesh,Meerut,608.69,1766,1829,17,0.71,0.71,0.71,0.61,0.46,0.46,0.46,0.46,0.57,17,26097.28,9940.72,16156.56,15.7,60,242,120,0,-35.0,1583.29,87,55,0.49,0
LA-AP-0740,Canal/Irrigation,Andhra Pradesh,Visakhapatnam,1890.05,1473,1537,14,0.94,0.85,0.58,0.55,0.55,0.38,0.38,0.38,0.58,209,15049.82,5184.59,9865.23,15.3,47,275,159,15,-85.7,4830.06,85,55,0.63,0
LA-AP-0775,Airport,Andhra Pradesh,Nellore,784.13,452,428,3,0.81,0.52,0.37,0.32,0.27,0.27,0.24,0.13,0.37,20,9703.94,2415.64,7288.3,12.0,35,72,34,7,-56.0,319.45,82,55,0.47,0
LA-K-0254,Defence,Karnataka,Bengaluru,1111.21,1922,1718,14,0.56,0.46,0.31,0.22,0.22,0.07,0.07,0.02,0.24,242,13497.11,738.42,12758.69,6.8,20,286,87,18,-44.4,4649.78,81,55,0.57,0
LA-R-0365,SEZ,Rajasthan,Udaipur,1415.53,1278,1304,12,1.0,0.81,0.81,0.72,0.71,0.62,0.62,0.59,0.73,133,17518.7,8761.95,8756.75,15.8,59,191,74,15,2.0,1582.49,80,55,0.62,0
LA-R-0378,Smart City,Rajasthan,Kota,311.84,140,195,3,0.86,0.66,0.66,0.55,0.55,0.55,0.35,0.35,0.57,0,1582.28,769.98,812.3,19.0,49,210,11,0,-96.8,3821.07,79,55,0.53,0
LA-T-0671,Power Transmission,Telangana,Hyderabad,1155.11,1732,1816,17,0.81,0.74,0.59,0.59,0.45,0.45,0.42,0.38,0.55,28,42093.17,16721.19,25371.98,13.2,56,289,111,4,-34.6,3909.24,78,55,0.61,0
LA-WB-0644,Smart City,West Bengal,Bardhaman,1678.42,1270,1277,14,0.96,0.89,0.89,0.7,0.7,0.69,0.59,0.5,0.74,100,17089.04,10808.27,6280.77,17.8,57,126,25,2,23.8,2487.65,77,55,0.53,0
LA-AP-0746,Railway,Andhra Pradesh,Vijayawada,317.38,345,291,3,0.62,0.43,0.43,0.42,0.28,0.27,0.18,0.18,0.35,17,7457.67,1459.35,5998.32,10.2,44,62,19,3,-85.2,751.21,77,55,0.61,0
LA-AP-0781,SEZ,Andhra Pradesh,Kurnool,1896.55,1058,1123,8,0.75,0.75,0.71,0.7,0.66,0.58,0.52,0.39,0.63,107,7018.53,3463.42,3555.11,12.4,42,82,20,5,-57.9,717.48,74,55,0.63,0
LA-MP-0550,Expressway,Madhya Pradesh,Ujjain,494.16,285,361,4,0.63,0.58,0.49,0.44,0.38,0.14,0.14,0.14,0.37,13,5982.48,762.0,5220.48,10.5,19,120,26,3,-30.0,1566.26,72,55,0.53,0
LA-UP-0124,Smart City,Uttar Pradesh,Prayagraj,863.14,519,482,5,0.57,0.55,0.42,0.41,0.19,0.18,0.18,0.0,0.31,66,8362.6,1346.02,7016.58,8.7,7,231,109,21,-29.4,2062.27,70,55,0.61,0
LA-T-0730,Airport,Telangana,Nalgonda,834.62,1433,1410,13,1.0,0.94,0.7,0.7,0.63,0.63,0.63,0.63,0.73,70,11972.84,6494.58,5478.26,14.0,55,112,35,3,-36.6,1419.41,69,55,0.49,0
LA-K-0283,Airport,Karnataka,Mangaluru,1725.43,1250,1286,13,0.45,0.45,0.41,0.41,0.18,0.18,0.13,0.12,0.29,157,19242.47,3142.72,16099.75,5.9,13,276,131,17,-39.1,2884.07,66,55,0.51,0
LA-UP-0091,National Highway,Uttar Pradesh,Varanasi,437.5,666,635,6,0.65,0.65,0.55,0.54,0.41,0.34,0.26,0.26,0.46,21,8238.36,2168.41,6069.95,13.8,19,57,29,8,6.9,2737.36,64,55,0.58,0
LA-AP-0772,Smart City,Andhra Pradesh,Nellore,715.8,1367,1323,12,0.72,0.55,0.52,0.41,0.32,0.32,0.26,0.15,0.41,122,19009.01,5921.96,13087.05,6.8,9,295,148,42,-15.4,4811.38,55,55,0.49,0
LA-AP-0816,National Highway,Andhra Pradesh,Rajahmundry,420.02,399,333,4,0.74,0.48,0.39,0.39,0.39,0.25,0.25,0.25,0.39,41,8989.79,2108.12,6881.67,6.9,41,199,64,0,-62.2,392.39,97,54,0.49,0
LA-UP-0138,Railway,Uttar Pradesh,Meerut,452.36,286,232,3,0.67,0.65,0.65,0.58,0.53,0.51,0.47,0.37,0.55,20,3396.12,1526.46,1869.66,16.3,51,76,17,2,-94.7,4622.52,90,54,0.6,0
LA-R-0367,Airport,Rajasthan,Udaipur,1912.38,1016,1087,10,0.66,0.66,0.63,0.55,0.44,0.43,0.25,0.25,0.48,82,20094.92,7518.85,12576.07,24.8,27,146,19,5,35.7,4141.47,87,54,0.52,0
LA-G-0425,Airport,Gujarat,Ahmedabad,124.28,268,308,3,1.0,0.86,0.86,0.64,0.59,0.59,0.59,0.59,0.71,28,2582.98,1382.06,1200.92,23.5,58,256,133,34,4.8,3327.92,86,54,0.51,0
LA-M-0069,Expressway,Maharashtra,Amravati,3195.05,1734,1927,18,0.94,0.94,0.67,0.67,0.6,0.52,0.52,0.52,0.67,40,21454.15,10411.43,11042.72,24.8,28,287,162,9,-68.6,451.74,84,54,0.56,0
LA-AP-0794,National Highway,Andhra Pradesh,Tirupati,514.04,1627,1524,13,0.55,0.52,0.29,0.29,0.22,0.22,0.16,0.02,0.28,27,8374.89,1610.4,6764.49,7.3,39,171,11,2,-19.6,2335.18,84,54,0.61,0
LA-WB-0659,Power Transmission,West Bengal,Malda,608.49,1177,1301,15,0.72,0.64,0.64,0.54,0.5,0.44,0.42,0.25,0.52,53,7502.31,2548.05,4954.26,22.6,6,229,81,21,8.3,4045.31,83,54,0.6,0
LA-MP-0555,Canal/Irrigation,Madhya Pradesh,Sagar,729.15,1861,1954,16,0.81,0.76,0.76,0.64,0.64,0.53,0.47,0.42,0.63,141,26209.37,12476.13,13733.24,16.2,25,253,74,9,-63.2,3221.37,81,54,0.52,0
LA-MP-0557,Canal/Irrigation,Madhya Pradesh,Sagar,815.47,1328,1222,16,0.69,0.69,0.53,0.53,0.47,0.39,0.28,0.28,0.48,67,25099.62,6965.08,18134.54,10.6,40,185,47,12,2.3,2371.94,79,54,0.47,0
LA-G-0459,State Highway,Gujarat,Bhavnagar,1343.39,2093,2025,18,0.63,0.52,0.38,0.38,0.38,0.38,0.37,0.32,0.42,209,26397.83,9541.31,16856.52,3.7,23,179,17,3,7.3,1410.56,78,54,0.58,0
LA-UP-0100,Defence,Uttar Pradesh,Varanasi,1422.69,1671,1707,17,0.75,0.75,0.75,0.51,0.51,0.39,0.39,0.39,0.56,146,10507.63,3211.52,7296.11,24.9,19,221,24,7,-14.3,1769.5,75,54,0.48,0
LA-K-0321,Power Transmission,Karnataka,Tumakuru,2628.13,1598,1647,16,0.92,0.68,0.68,0.52,0.52,0.52,0.46,0.38,0.59,26,14474.59,6023.41,8451.18,15.5,16,165,58,0,-32.5,2380.75,73,54,0.55,0
LA-G-0492,Industrial Corridor,Gujarat,Gandhinagar,734.42,474,391,3,1.0,0.99,0.73,0.73,0.68,0.68,0.61,0.61,0.75,40,8531.03,5620.16,2910.87,22.9,32,264,78,16,-34.0,1411.78,67,54,0.51,0
LA-M-0022,Power Transmission,Maharashtra,Nashik,600.48,1634,1481,13,0.59,0.47,0.4,0.39,0.35,0.27,0.14,0.14,0.34,99,15934.62,4069.73,11864.89,20.4,18,169,36,2,-24.4,1540.72,99,53,0.51,0
LA-TN-0192,Canal/Irrigation,Tamil Nadu,Coimbatore,2388.3,1164,1244,10,0.62,0.62,0.46,0.46,0.46,0.36,0.34,0.32,0.46,142,7253.76,2419.0,4834.76,4.9,54,77,11,2,-22.2,2835.48,98,53,0.5,0
LA-AP-0803,Railway,Andhra Pradesh,Kakinada,986.19,1972,1824,18,0.53,0.49,0.17,0.16,0.16,0.02,0.02,0,0.19,226,24256.22,411.51,23844.71,3.7,23,226,23,2,-94.4,327.08,88,53,0.5,0
LA-TN-0204,Power Transmission,Tamil Nadu,Salem,744.77,787,709,6,0.7,0.47,0.31,0.31,0.25,0.21,0.07,0.07,0.3,85,5169.16,893.94,4275.22,13.5,4,164,83,24,-46.5,4659.61,86,53,0.54,0
LA-MP-0566,Metro Rail,Madhya Pradesh,Satna,4228.55,2540,2220,16,0.82,0.78,0.66,0.66,0.66,0.54,0.54,0.54,0.65,194,19797.38,7688.37,12109.01,11.4,56,274,100,19,3.6,2955.96,83,53,0.47,0
LA-M-0043,Railway,Maharashtra,Thane,1014.16,748,713,6,1.0,0.88,0.86,0.73,0.73,0.7,0.68,0.67,0.78,51,14798.5,9771.22,5027.28,10.0,60,220,75,21,-40.7,4366.11,82,53,0.61,0
LA-WB-0636,Industrial Corridor,West Bengal,Asansol,2783.35,1552,1675,16,0.9,0.78,0.73,0.73,0.58,0.58,0.54,0.54,0.67,219,29274.14,15413.85,13860.29,23.7,35,138,59,14,-57.1,631.29,82,53,0.6,0
LA-R-0414,Industrial Corridor,Rajasthan,Bhilwara,1040.6,1396,1387,13,0.79,0.62,0.38,0.38,0.31,0.31,0.22,0.22,0.4,127,24717.49,6687.45,18030.04,6.3,12,162,64,1,-37.0,2449.32,81,53,0.59,0
LA-M-0070,Railway,Maharashtra,Amravati,502.94,525,471,5,1.0,1.0,0.83,0.76,0.76,0.66,0.66,0.58,0.78,38,11370.76,6727.19,4643.57,22.4,52,144,70,6,20.7,223.21,78,53,0.55,0
LA-R-0387,Expressway,Rajasthan,Ajmer,965.32,887,735,5,1.0,0.88,0.71,0.7,0.54,0.49,0.49,0.42,0.65,7,9798.28,4772.01,5026.27,4.2,53,264,153,17,-75.0,597.24,76,53,0.53,0
LA-AP-0743,Power Transmission,Andhra Pradesh,Visakhapatnam,995.42,1397,1253,11,0.65,0.65,0.47,0.47,0.47,0.42,0.34,0.26,0.47,94,25807.33,10183.19,15624.14,6.8,49,76,38,6,-57.7,1681.28,75,53,0.55,0
LA-T-0707,Canal/Irrigation,Telangana,Khammam,1743.69,1536,1639,17,0.52,0.37,0.37,0.22,0.22,0.13,0.09,0.09,0.25,69,36560.02,4191.9,32368.12,3.0,12,106,14,4,5.3,4374.64,69,53,0.58,0
LA-T-0703,State Highway,Telangana,Khammam,579.55,1090,1120,11,0.71,0.71,0.48,0.48,0.47,0.47,0.36,0.27,0.49,0,6583.3,3053.75,3529.55,7.1,52,164,43,1,-16.7,392.12,64,53,0.51,0
LA-M-0040,Industrial Corridor,Maharashtra,Thane,651.55,602,546,9,1.0,1.0,0.93,0.92,0.83,0.67,0.67,0.63,0.83,30,7776.64,4144.26,3632.38,22.4,36,114,50,8,-95.0,1342.62,60,53,0.49,0
LA-UP-0125,State Highway,Uttar Pradesh,Prayagraj,405.76,345,293,3,0.52,0.52,0.34,0.29,0.22,0.22,0.17,0.17,0.31,5,3754.02,811.32,2942.7,23.2,7,192,99,0,-8.5,2997.7,100,52,0.57,0
LA-T-0692,Smart City,Telangana,Karimnagar,1443.07,990,980,9,0.53,0.53,0.49,0.32,0.32,0.32,0.18,0.18,0.36,131,9870.84,2242.17,7628.67,22.4,1,231,92,15,-72.7,4472.33,98,52,0.58,0
LA-MP-0504,Expressway,Madhya Pradesh,Indore,214.47,222,177,3,0.62,0.41,0.33,0.25,0.25,0.25,0.22,0.19,0.32,12,2833.05,570.04,2263.01,12.9,21,223,126,23,-25.0,3777.27,97,52,0.5,0
LA-WB-0589,Industrial Corridor,West Bengal,Howrah,2651.38,1244,1483,15,1.0,0.92,0.65,0.65,0.61,0.51,0.51,0.51,0.67,191,27673.08,11745.75,15927.33,8.9,58,264,131,14,-95.8,3754.76,96,52,0.48,0
LA-M-0049,State Highway,Maharashtra,Solapur,1676.21,1235,1168,11,0.67,0.53,0.32,0.32,0.32,0.23,0.23,0.15,0.35,165,23559.72,4897.33,18662.39,2.2,23,231,37,8,-24.6,837.31,90,52,0.48,0
LA-MP-0507,State Highway,Madhya Pradesh,Indore,978.66,1909,1745,17,0.69,0.69,0.66,0.66,0.42,0.42,0.42,0.24,0.53,199,30217.48,9206.07,21011.41,10.1,60,228,25,6,-7.1,3296.12,88,52,0.44,0
LA-T-0729,Smart City,Telangana,Nalgonda,1099.35,1169,1146,13,0.86,0.86,0.86,0.69,0.69,0.69,0.69,0.47,0.73,154,21783.69,14035.66,7748.03,15.4,50,191,26,7,-34.8,4550.3,88,52,0.5,0
LA-UP-0156,Smart City,Uttar Pradesh,Bareilly,2167.67,1966,1895,18,0.69,0.65,0.48,0.45,0.34,0.32,0.21,0.21,0.42,17,30099.78,7423.43,22676.35,20.8,21,178,42,0,-13.8,91.15,86,52,0.56,0
LA-MP-0575,National Highway,Madhya Pradesh,Satna,389.96,607,597,4,0.63,0.41,0.35,0.35,0.3,0.23,0.14,0.14,0.32,27,6640.12,1064.52,5575.6,24.6,1,104,61,4,4.3,1666.07,81,52,0.54,0
LA-K-0320,National Highway,Karnataka,Tumakuru,627.27,502,574,4,0.89,0.67,0.67,0.65,0.47,0.47,0.36,0.31,0.56,31,10629.1,4024.17,6604.93,18.9,36,50,7,0,-45.5,3318.61,78,52,0.46,0
LA-WB-0612,Industrial Corridor,West Bengal,Siliguri,2064.19,1805,1583,15,0.97,0.73,0.7,0.61,0.52,0.51,0.43,0.35,0.6,92,29827.87,15277.95,14549.92,14.6,24,134,17,1,-5.9,3416.96,75,52,0.55,0
LA-G-0439,Airport,Gujarat,Vadodara,2366.22,1322,1374,14,1.0,0.93,0.82,0.82,0.79,0.79,0.69,0.6,0.8,20,9581.71,6714.43,2867.28,19.8,44,248,41,9,16.9,3925.01,70,52,0.53,0
LA-R-0411,State Highway,Rajasthan,Bhilwara,986.02,591,680,7,0.98,0.98,0.98,0.8,0.79,0.74,0.59,0.59,0.81,4,14737.15,10803.99,3933.16,18.7,47,231,67,6,-52.9,3899.56,69,52,0.52,0
LA-UP-0165,Power Transmission,Uttar Pradesh,Bareilly,729.37,550,745,6,1.0,0.89,0.85,0.85,0.68,0.6,0.6,0.51,0.75,49,9261.0,5317.41,3943.59,23.7,27,230,90,3,22.7,490.82,68,52,0.47,0
LA-K-0311,SEZ,Karnataka,Ballari,1082.37,1503,1484,18,0.79,0.69,0.56,0.56,0.44,0.44,0.4,0.4,0.54,143,14136.98,4968.69,9168.29,15.8,20,82,40,7,-51.2,2139.96,64,52,0.58,0
LA-R-0366,National Highway,Rajasthan,Udaipur,400.69,856,828,8,0.67,0.41,0.41,0.4,0.33,0.33,0.12,0.12,0.35,22,4550.56,1454.89,3095.67,3.7,37,149,28,6,9.8,2222.87,63,52,0.52,0
LA-G-0465,State Highway,Gujarat,Bhavnagar,1283.52,1263,1434,16,0.86,0.66,0.65,0.46,0.34,0.34,0.34,0.34,0.5,43,8151.98,2530.73,5621.25,2.8,30,260,88,9,-24.0,4902.64,63,52,0.45,0
LA-R-0392,Railway,Rajasthan,Ajmer,847.89,1405,1439,14,0.82,0.82,0.67,0.6,0.58,0.53,0.46,0.41,0.61,77,27460.17,13445.6,14014.57,17.4,6,148,88,4,17.6,650.7,61,52,0.52,0
LA-M-0038,Railway,Maharashtra,Thane,3733.37,2273,1937,15,0.94,0.74,0.74,0.72,0.72,0.56,0.49,0.49,0.68,227,15213.1,7282.73,7930.37,9.4,37,242,79,3,-45.2,4572.99,57,52,0.44,0
LA-R-0354,State Highway,Rajasthan,Jodhpur,188.48,555,505,4,0.72,0.55,0.55,0.33,0.33,0.32,0.23,0.13,0.4,2,9802.42,2683.0,7119.42,8.3,6,159,36,5,-12.5,1185.31,55,52,0.6,0
LA-AP-0795,National Highway,Andhra Pradesh,Tirupati,725.51,878,837,7,0.91,0.81,0.65,0.65,0.55,0.45,0.38,0.38,0.6,74,7466.03,3185.07,4280.96,18.5,55,67,29,5,-93.8,663.69,100,51,0.48,0
LA-TN-0194,Airport,Tamil Nadu,Coimbatore,604.31,871,845,8,0.62,0.45,0.32,0.27,0.27,0.17,0.16,0.12,0.3,121,15468.4,2212.49,13255.91,14.3,0,288,21,1,-65.6,1775.16,97,51,0.46,0
LA-K-0249,Defence,Karnataka,Bengaluru,813.48,379,488,4,0.59,0.59,0.59,0.52,0.51,0.4,0.4,0.27,0.48,71,6798.22,2480.63,4317.59,24.3,1,68,5,1,-82.4,986.22,94,51,0.53,0
LA-K-0258,Railway,Karnataka,Mysuru,2796.53,2342,2270,16,0.67,0.51,0.36,0.32,0.32,0.3,0.2,0.2,0.36,289,37134.01,10268.12,26865.89,23.4,3,94,40,0,22.9,2317.14,88,51,0.54,0
LA-T-0721,Metro Rail,Telangana,Nalgonda,3070.52,1721,1814,16,0.72,0.71,0.65,0.47,0.47,0.44,0.31,0.31,0.51,272,39387.05,14910.33,24476.72,14.6,32,174,95,17,-93.8,4921.66,88,51,0.51,0
LA-WB-0603,SEZ,West Bengal,Darjeeling,827.84,427,438,6,0.98,0.98,0.82,0.82,0.7,0.67,0.66,0.66,0.79,23,8152.42,4291.17,3861.25,14.2,59,258,93,13,-71.0,2056.0,87,51,0.49,0
LA-T-0669,Smart City,Telangana,Hyderabad,1859.5,1088,968,10,0.8,0.57,0.57,0.4,0.4,0.4,0.29,0.2,0.45,14,16499.52,5661.84,10837.68,2.9,49,189,42,3,2.6,4997.97,86,51,0.59,0
LA-T-0690,National Highway,Telangana,Karimnagar,258.22,373,374,3,0.69,0.54,0.53,0.32,0.32,0.32,0.32,0.23,0.41,6,3156.59,732.63,2423.96,15.7,13,228,37,8,-55.1,3465.12,85,51,0.5,0
LA-TN-0234,Smart City,Tamil Nadu,Erode,244.36,285,329,4,0.83,0.75,0.75,0.56,0.5,0.5,0.5,0.5,0.61,6,1970.55,972.3,998.25,18.6,49,275,107,1,-41.7,4963.83,84,51,0.5,0
LA-MP-0533,Metro Rail,Madhya Pradesh,Gwalior,2497.24,1525,1633,14,0.62,0.62,0.47,0.47,0.47,0.4,0.26,0.26,0.45,139,11171.77,4479.74,6692.03,14.0,44,148,74,0,28.6,3517.59,83,51,0.54,0
LA-G-0488,Industrial Corridor,Gujarat,Gandhinagar,932.72,748,635,5,0.57,0.44,0.29,0.29,0.1,0.1,0,0,0.22,28,16286.06,1437.79,14848.27,6.3,0,168,56,2,-25.0,4738.7,80,51,0.51,0
LA-M-0048,Power Transmission,Maharashtra,Solapur,3615.78,2026,2256,18,1.0,1.0,0.84,0.78,0.66,0.64,0.53,0.53,0.75,180,13745.57,6608.11,7137.46,19.8,16,169,58,17,-51.2,3852.67,79,51,0.55,0
LA-G-0467,Smart City,Gujarat,Bhavnagar,619.03,618,623,7,0.76,0.59,0.43,0.43,0.43,0.37,0.32,0.32,0.46,17,7126.08,1861.73,5264.35,10.4,24,264,111,32,18.4,2374.23,79,51,0.58,0
LA-MP-0568,Power Transmission,Madhya Pradesh,Satna,348.64,656,735,8,0.87,0.69,0.68,0.53,0.53,0.53,0.42,0.37,0.58,96,10485.17,4587.44,5897.73,4.2,37,143,62,4,-17.1,332.19,77,51,0.56,0
LA-AP-0764,Railway,Andhra Pradesh,Nellore,1580.62,2151,1902,18,0.79,0.79,0.78,0.62,0.45,0.39,0.39,0.33,0.57,253,20090.37,7244.76,12845.61,23.9,14,76,26,7,-30.3,4650.73,77,51,0.44,0
LA-T-0725,Power Transmission,Telangana,Nalgonda,1974.47,1359,1294,11,0.82,0.82,0.72,0.56,0.56,0.52,0.42,0.42,0.6,106,28969.74,14812.27,14157.47,20.8,8,182,68,1,-2.0,2140.1,76,51,0.48,0
LA-WB-0614,Metro Rail,West Bengal,Siliguri,602.51,975,1056,11,1.0,1.0,0.91,0.79,0.72,0.69,0.69,0.69,0.81,2,12770.95,7371.72,5399.23,24.2,36,293,56,7,-7.5,964.5,73,51,0.48,0
LA-R-0335,Railway,Rajasthan,Jaipur,500.71,675,701,7,0.54,0.54,0.45,0.45,0.44,0.39,0.39,0.3,0.44,89,10979.51,4145.56,6833.95,5.2,43,216,50,9,25.0,116.31,69,51,0.48,0
LA-G-0430,State Highway,Gujarat,Surat,260.88,705,586,6,0.83,0.57,0.45,0.42,0.42,0.42,0.37,0.22,0.46,75,17525.66,7166.91,10358.75,2.3,14,244,56,12,9.4,4860.0,66,51,0.54,0
LA-M-0046,Smart City,Maharashtra,Solapur,652.95,731,752,10,0.94,0.88,0.62,0.62,0.62,0.62,0.53,0.49,0.67,30,13161.63,6200.14,6961.49,10.8,56,294,85,25,41.2,421.18,65,51,0.53,0
LA-AP-0806,Airport,Andhra Pradesh,Kakinada,1009.18,541,669,5,0.88,0.82,0.75,0.55,0.51,0.43,0.43,0.43,0.6,60,8829.7,3728.9,5100.8,17.6,2,277,151,31,-66.7,4095.05,65,51,0.56,0
LA-M-0009,State Highway,Maharashtra,Nagpur,395.15,505,506,6,0.7,0.67,0.53,0.34,0.29,0.29,0.24,0.24,0.41,19,5891.96,1513.16,4378.8,5.3,22,202,80,5,34.8,1853.28,63,51,0.54,0
LA-MP-0538,Metro Rail,Madhya Pradesh,Ujjain,602.62,437,420,4,1.0,0.8,0.77,0.69,0.62,0.62,0.58,0.48,0.69,29,2807.59,1470.29,1337.3,14.5,31,234,91,5,-94.4,4707.28,63,51,0.55,0
LA-WB-0623,State Highway,West Bengal,Durgapur,871.73,1678,1622,17,0.56,0.56,0.47,0.35,0.35,0.35,0.35,0.35,0.42,28,40307.39,12805.35,27502.04,4.6,19,178,59,13,-47.1,1283.93,62,51,0.48,0
LA-MP-0500,Expressway,Madhya Pradesh,Bhopal,398.17,269,296,4,0.86,0.84,0.56,0.56,0.47,0.45,0.43,0.43,0.57,2,3898.63,1634.06,2264.57,5.5,28,230,123,1,-4.2,2158.13,61,51,0.51,0
LA-WB-0643,SEZ,West Bengal,Asansol,1967.26,1868,1947,18,0.79,0.71,0.71,0.64,0.64,0.58,0.58,0.46,0.64,63,15777.78,6766.4,9011.38,15.0,33,122,49,6,-47.6,328.11,60,51,0.59,0
LA-UP-0147,SEZ,Uttar Pradesh,Ghaziabad,1479.95,778,815,6,0.78,0.78,0.56,0.54,0.47,0.41,0.41,0.3,0.53,62,17788.43,5233.18,12555.25,9.0,27,250,128,26,-42.5,3340.69,59,51,0.56,0
LA-UP-0083,National Highway,Uttar Pradesh,Lucknow,280.63,543,534,5,0.81,0.53,0.53,0.43,0.4,0.4,0.3,0.18,0.45,21,10078.44,2912.78,7165.66,5.8,24,170,53,4,-21.3,4178.09,55,51,0.47,0
LA-G-0420,Defence,Gujarat,Ahmedabad,1781.61,1234,1118,10,0.78,0.71,0.5,0.47,0.47,0.32,0.32,0.16,0.47,138,21690.94,5278.47,16412.47,24.4,3,149,62,13,-51.2,3587.1,98,50,0.55,0
LA-M-0062,Defence,Maharashtra,Kolhapur,540.53,614,754,7,0.87,0.87,0.72,0.6,0.6,0.51,0.51,0.51,0.65,40,14824.42,6145.34,8679.08,19.8,47,254,81,2,-15.9,4097.89,96,50,0.49,0
LA-K-0281,Smart City,Karnataka,Mangaluru,2065.43,1265,1107,12,0.85,0.82,0.63,0.61,0.61,0.55,0.55,0.55,0.65,116,10998.84,5487.88,5510.96,7.0,57,248,54,5,-66.7,3103.77,86,50,0.52,0
LA-R-0401,Industrial Corridor,Rajasthan,Bikaner,176.92,248,271,4,0.81,0.75,0.75,0.53,0.44,0.43,0.43,0.38,0.57,16,1644.35,611.8,1032.55,11.3,37,298,169,0,16.7,364.66,86,50,0.47,0
LA-K-0282,State Highway,Karnataka,Mangaluru,241.74,709,542,5,1.0,0.89,0.86,0.84,0.76,0.76,0.69,0.61,0.8,55,12917.01,8080.38,4836.63,20.1,58,290,44,2,-94.4,758.47,85,50,0.49,0
LA-G-0419,Railway,Gujarat,Ahmedabad,2728.06,1251,1375,17,0.81,0.81,0.81,0.76,0.57,0.55,0.41,0.41,0.64,197,26649.16,11818.43,14830.73,5.8,44,152,51,6,-47.8,3085.94,85,50,0.55,0
LA-T-0664,Airport,Telangana,Hyderabad,1552.46,1370,1406,12,0.73,0.73,0.73,0.55,0.55,0.55,0.5,0.5,0.6,75,28988.01,12131.45,16856.56,25.0,28,145,18,0,-12.3,3730.51,85,50,0.57,0
LA-T-0665,National Highway,Telangana,Hyderabad,929.22,992,936,9,0.86,0.74,0.58,0.54,0.54,0.49,0.44,0.37,0.57,111,14817.51,5973.33,8844.18,24.4,8,264,23,1,-46.5,3746.72,85,50,0.47,0
LA-K-0316,National Highway,Karnataka,Ballari,928.96,1823,1634,14,1.0,1.0,0.95,0.93,0.81,0.81,0.61,0.61,0.84,242,28913.83,23124.25,5789.58,19.7,47,84,21,0,-33.3,4997.88,84,50,0.47,0
